1349.0,,,,,,,,,,,0.000459,,
1349.1,,,,,,,,,,,0.0004645,,
1349.2,,,,,,,,,,,0.000470007,,
1349.3,,,,,,,,,,,0.000475503,,
1349.4,,,,,,,,,,,0.000481,,
1349.5,,,,,,,,,,,0.0004865,,
1349.6,,,,,,,,,,,0.000492,,
1349.7,,,,,,,,,,,0.000497503,,
1349.8,,,,,,,,,,,0.000503,,
1349.9,,,,,,,,,,,0.0005085,,
1350.0,,,,,,,,,,,0.000514,,
1350.1,,,,,,,,,,,0.0005175,,
1350.2,,,,,,,,,,,0.000521004,6.10128e-10,
1350.3,,,,,,,,,,,0.000524502,5.00305e-07,
1350.4,,,,,,,,,,,0.000528,1e-06,
1350.5,,,,,,,,,,,0.0005315,1e-06,
1350.6,,,,,,,,,,,0.000535,1e-06,
1350.7,,,,,,,,,,,0.000538502,1.50031e-06,
1350.8,,,,,,,,,,,0.000542,2e-06,
1350.9,,,,,,,,,,,0.0005455,2e-06,
1351.0,,,,,,,,,,,0.000549,2e-06,
1351.1,,,,,,,,,,,0.000548,4e-06,
1351.2,,,,,,,,,,,0.000546999,6.00244e-06,
1351.3,,,,,,,,,,,0.000545999,8.00122e-06,
1351.4,,,,,,,,,,,0.000545,1e-05,
1351.5,,,,,,,,,,,0.000544,1.2e-05,
1351.6,,,,,,,,,,,0.000543,1.4e-05,
1351.7,,,,,,,,,,,0.000541999,1.60012e-05,
1351.8,,,,,,,,,,,0.000541,1.8e-05,
1351.9,,,,,,,,,,,0.00054,2e-05,
1352.0,,,,,,,,,,,0.000539,2.2e-05,
1352.1,,,,,,,,,,,0.000542,2.4e-05,
1352.2,,,,,,,,,,,0.000545004,2.60031e-05,
1352.3,,,,,,,,,,,0.000548002,2.85015e-05,
1352.4,,,,,,,,,,,0.000551,3.1e-05,
1352.5,,,,,,,,,,,0.000554,3.3e-05,
1352.6,,,,,,,,,,,0.000557,3.5e-05,
1352.7,,,,,,,,,,,0.000560002,3.75015e-05,
1352.8,,,,,,,,,,,0.000563,4e-05,
1352.9,,,,,,,,,,,0.000566,4.2e-05,
1353.0,,,,,,,,,,,0.000569,4.4e-05,
1353.1,,,,,,,,,,,0.0005755,4.45e-05,
1353.2,,,,,,,,,,,0.000582008,4.50006e-05,
1353.3,,,,,,,,,,,0.000588504,4.55003e-05,
1353.4,,,,,,,,,,,0.000595,4.6e-05,
1353.5,,,,,,,,,,,0.0006015,4.65e-05,
1353.6,,,,,,,,,,,0.000608,4.7e-05,
1353.7,,,,,,,,,,,0.000614504,4.80006e-05,
1353.8,,,,,,,,,,,0.000621,4.9e-05,
1353.9,,,,,,,,,,,0.000627,4.95e-05,
1354.0,,,,,,,,,,,0.000633,5e-05,
1354.1,,,,,,,,,,,0.0006385,5e-05,
1354.2,,,,,,,,,,,0.000644007,5.00006e-05,
1354.3,,,,,,,,,,,0.000649503,5.05003e-05,
1354.4,,,,,,,,,,,0.000655,5.1e-05,
1354.5,,,,,,,,,,,0.0006605,5.15e-05,
1354.6,,,,,,,,,,,0.000666,5.2e-05,
1354.7,,,,,,,,,,,0.000671503,5.2e-05,
1354.8,,,,,,,,,,,0.000677,5.2e-05,
1354.9,,,,,,,,,,,0.0006825,5.25e-05,
1355.0,,,,,,,,,,,0.000688,5.3e-05,
1355.1,,,,,,,,,,,0.0007085,5.25e-05,
1355.2,,,,,,,,,,,0.000729025,5.2e-05,
1355.3,,,,,,,,,,,0.000749513,5.2e-05,
1355.4,,,,,,,,,,,0.00077,5.2e-05,
1355.5,,,,,,,,,,,0.0007905,5.15e-05,
1355.6,,,,,,,,,,,0.000811,5.1e-05,
1355.7,,,,,,,,,,,0.000831513,5.1e-05,
1355.8,,,,,,,,,,,0.000852,5.1e-05,
1355.9,,,,,,,,,,,0.0008725,5.05e-05,
1356.0,,,,,,,,,,,0.000893,5e-05,
1356.1,,,,,,,,,,,0.0009285,5.05e-05,5e-07
1356.2,,,,,,,,,,,0.000964043,5.10006e-05,1.00061e-06
1356.3,,,,,,,,,,,0.000999021,5.15003e-05,1.50031e-06
1356.4,,,,,,,,,,,0.001034,5.2e-05,2e-06
1356.5,,,,,,,,,,,0.0010695,5.2e-05,2.5e-06
1356.6,,,,,,,,,,,0.001105,5.2e-05,3e-06
1356.7,,,,,,,,,,,0.00114052,5.25003e-05,3.50031e-06
1356.8,,,,,,,,,,,0.001176,5.3e-05,4e-06
1356.9,,,,,,,,,,,0.0012115,5.35e-05,4.5e-06
1357.0,,,,,,,,,,,0.001247,5.4e-05,5e-06
1357.1,,,,,,,,,,,0.0012925,5.5e-05,5e-06
1357.2,,,,,,,,,,,0.00133806,5.60018e-05,5.00061e-06
1357.3,,,,,,,,,,,0.00138353,5.75009e-05,5.50031e-06
1357.4,,,,,,,,,,,0.001429,5.9e-05,6e-06
1357.5,,,,,,,,,,,0.0014745,6.05e-05,6e-06
1357.6,,,,,,,,,,,0.00152,6.2e-05,6e-06
1357.7,,,,,,,,,,,0.00156553,6.30006e-05,6e-06
1357.8,,,,,,,,,,,0.001611,6.4e-05,6e-06
1357.9,,,,,,,,,,,0.0016565,6.55e-05,6.5e-06
1358.0,,,,,,,,,,,0.001702,6.7e-05,7e-06
1358.1,,,,,,,,,,1e-06,0.0017565,6.75e-05,7.5e-06
1358.2,,,,,,,,,,2.00122e-06,0.00181107,6.80012e-05,8e-06
1358.3,,,,,,,,,,3.00061e-06,0.00186553,6.90006e-05,8e-06
1358.4,,,,,,,,,,4e-06,0.00192,7e-05,8e-06
1358.5,,,,,,,,,,5e-06,0.0019745,7.05e-05,8.5e-06
1358.6,,,,,,,,,,6e-06,0.002029,7.1e-05,9e-06
1358.7,,,,,,,,,,7.00061e-06,0.00208353,7.15003e-05,9.50031e-06
1358.8,,,,,,,,,,8e-06,0.002138,7.2e-05,1e-05
1358.9,,,,,,,,,,9e-06,0.0021925,7.3e-05,1.05e-05
1359.0,,,,,,,,,,1e-05,0.002247,7.4e-05,1.1e-05
1359.1,,,,,,,,,,1.15e-05,0.0023175,7.35e-05,1.05e-05
1359.2,,,,,,,,,,1.30018e-05,0.00238809,7.3e-05,9.99939e-06
1359.3,,,,,,,,,,1.45009e-05,0.00245854,7.3e-05,9.49969e-06
1359.4,,,,,,,,,,1.6e-05,0.002529,7.3e-05,9e-06
1359.5,,,,,,,,,,1.75e-05,0.0026,7.25e-05,9e-06
1359.6,,,,,,,,,,1.9e-05,0.002671,7.2e-05,9e-06
1359.7,,,,,,,,,,2.05009e-05,0.00274154,7.2e-05,8.4997e-06
1359.8,,,,,,,,,,2.2e-05,0.002812,7.2e-05,8e-06
1359.9,,,,,,,,,,2.35e-05,0.0028825,7.2e-05,7.5e-06
1360.0,,,,,,,,,,2.5e-05,0.002953,7.2e-05,7e-06
1360.1,,,,,,,,,,2.25e-05,0.0030475,7.05e-05,6.5e-06
1360.2,,,,,,,,,,1.99969e-05,0.00314211,6.89988e-05,5.99939e-06
1360.3,,,,,,,,,,1.74985e-05,0.00323606,6.79994e-05,5.49969e-06
1360.4,,,,,,,,,,1.5e-05,0.00333,6.7e-05,5e-06
1360.5,,,,,,,,,,1.3e-05,0.0034245,6.55e-05,4.5e-06
1360.6,,,,,,,,,,1.1e-05,0.003519,6.4e-05,4e-06
1360.7,,,,,,,,,,8.49847e-06,0.00361306,6.29994e-05,3.49969e-06
1360.8,,,,,,,,,,6e-06,0.003707,6.2e-05,3e-06
1360.9,,,,,,,,,,3.5e-06,0.003801,6.05e-05,2.5e-06
1361.0,,,,,,,,,,1e-06,0.003895,5.9e-05,2e-06
1361.1,,,,,,,,,,1e-06,0.004013,5.85e-05,2e-06
1361.2,,,,,,,,,,1e-06,0.00413114,5.79988e-05,2e-06
1361.3,,,,,,,,,,1e-06,0.00424907,5.69994e-05,2e-06
1361.4,,,,,,,,,,1e-06,0.004367,5.6e-05,2e-06
1361.5,,,,,,,,,,5e-07,0.004485,5.5e-05,2.5e-06
1361.6,,,,,,,,,,,0.004603,5.4e-05,3e-06
1361.7,,,,,,,,,,,0.00472107,5.29994e-05,3e-06
1361.8,,,,,,,,,,,0.004839,5.2e-05,3e-06
1361.9,,,,,,,,,,,0.0049575,5.1e-05,3e-06
1362.0,,,,,,,,,,,0.005076,5e-05,3e-06
1362.1,,,,,,,,,,1e-06,0.005239,5.1e-05,3e-06
1362.2,,,,,,,,,,2.00122e-06,0.0054022,5.20012e-05,3.00061e-06
1362.3,,,,,,,,,,3.00061e-06,0.0055651,5.30006e-05,3.50031e-06
1362.4,,,,,,,,,,4e-06,0.005728,5.4e-05,4e-06
1362.5,,,,,,,,,,5e-06,0.0058915,5.45e-05,4e-06
1362.6,,,,,,,,,,6e-06,0.006055,5.5e-05,4e-06
1362.7,,,,,,,,,,6.50031e-06,0.0062181,5.60006e-05,4.5003e-06
1362.8,,,,,,,,,,7e-06,0.006381,5.7e-05,5e-06
1362.9,,,,,,,,,,8e-06,0.0065445,5.8e-05,5.5e-06
1363.0,,,,,,,,,,9e-06,0.006708,5.9e-05,6e-06
1363.1,,,,,,,,,,1.05e-05,0.0069345,5.7e-05,5.5e-06
1363.2,,,,,,,,,,1.20018e-05,0.00716128,5.49982e-05,5e-06
1363.3,,,,,,,,,,1.35009e-05,0.00738764,5.34991e-05,5e-06
1363.4,,,,,,,,,,1.5e-05,0.007614,5.2e-05,5e-06
1363.5,,,,,,,,,,1.6e-05,0.0078405,5e-05,5e-06
1363.6,,,,,,,,,,1.7e-05,0.008067,4.8e-05,5e-06
1363.7,,,,,,,,,,1.85009e-05,0.00829314,4.59988e-05,5e-06
1363.8,,,,,,,,,,2e-05,0.008519,4.4e-05,5e-06
1363.9,,,,,,,,,,2.1e-05,0.0087455,4.2e-05,5e-06
1364.0,,,,,,,,,,2.2e-05,0.008972,4e-05,5e-06
1364.1,,,,,,,,,,2.2e-05,0.009307,3.9e-05,5e-06
1364.2,,,,,,,,,,2.2e-05,0.00964241,3.79988e-05,5e-06
1364.3,,,,,,,,,,2.2e-05,0.0099772,3.69994e-05,5e-06
1364.4,,,,,,,,,,2.2e-05,0.010312,3.6e-05,5e-06
1364.5,,,,,,,,,,2.15e-05,0.0106465,3.5e-05,5e-06
1364.6,,,,,,,,,,2.1e-05,0.010981,3.4e-05,5e-06
1364.7,,,,,,,,,,2.1e-05,0.0113162,3.29994e-05,5.50031e-06
1364.8,,,,,,,,,,2.1e-05,0.011651,3.2e-05,6e-06
1364.9,,,,,,,,,,2.05e-05,0.0119855,3.1e-05,6e-06
1365.0,,,,,,,,,,2e-05,0.01232,3e-05,6e-06
1365.1,,,,,,,,,,2.15e-05,0.0128115,2.95e-05,6e-06
1365.2,,,,,,,,,,2.30012e-05,0.0133036,2.89994e-05,6e-06
1365.3,,,,,,,,,,2.40006e-05,0.0137943,2.84997e-05,6e-06
1365.4,,,,,,,,,,2.5e-05,0.014285,2.8e-05,6e-06
1365.5,,,,,,,,,,2.65e-05,0.014776,2.75e-05,6e-06
1365.6,,,,,,,,,,2.8e-05,0.015267,2.7e-05,6e-06
1365.7,,,,,,,,,,2.90006e-05,0.0157583,2.64997e-05,6.50031e-06
1365.8,,,,,,,,,,3e-05,0.016249,2.6e-05,7e-06
1365.9,,,,,,,,,,3.15e-05,0.01674,2.55e-05,7e-06
1366.0,,,,,,,,,,3.3e-05,0.017231,2.5e-05,7e-06
1366.1,,,,,,,,,,3.7e-05,0.017943,2.6e-05,7e-06
1366.2,,,,,,,,,,4.10049e-05,0.0186559,2.70012e-05,7e-06
1366.3,,,,,,,,,,4.50024e-05,0.0193679,2.80006e-05,7e-06
1366.4,,,,,,,,,,4.9e-05,0.02008,2.9e-05,7e-06
1366.5,,,,,,,,,,5.3e-05,0.020792,3e-05,7.5e-06
1366.6,,,,,,,,,,5.7e-05,0.021504,3.1e-05,8e-06
1366.7,,,,,,,,,,6.10024e-05,0.0222169,3.20006e-05,8e-06
1366.8,,,,,,,,,,6.5e-05,0.022929,3.3e-05,8e-06
1366.9,,,,,,,,,,6.95e-05,0.023641,3.4e-05,8e-06
1367.0,,,,,,,,,,7.4e-05,0.024353,3.5e-05,8e-06
1367.1,,,,,,,,,,7.2e-05,0.0254235,3.5e-05,7.5e-06
1367.2,,,,,,,,,,6.99976e-05,0.0264953,3.49994e-05,6.99878e-06
1367.3,,,,,,,,,,6.79988e-05,0.0275647,3.44997e-05,5.99939e-06
1367.4,,,,,,,,,,6.6e-05,0.028634,3.4e-05,5e-06
1367.5,,,,,,,,,,6.4e-05,0.029704,3.35e-05,4e-06
1367.6,,,,,,,,,,6.2e-05,0.030774,3.3e-05,3e-06
1367.7,,,,,,,,,,5.99988e-05,0.0318447,3.24997e-05,2.4997e-06
1367.8,,,,,,,,,,5.8e-05,0.032914,3.2e-05,2e-06
1367.9,,,,,,,,,,5.6e-05,0.0339845,3.2e-05,1e-06
1368.0,,,,,,,,,,5.4e-05,0.035055,3.2e-05,
1368.1,,,,,,,,,,4.9e-05,0.036715,3.15e-05,
1368.2,,,,,,,,,,4.39945e-05,0.038377,3.09994e-05,
1368.3,,,,,,,,,,3.94973e-05,0.040036,3.04997e-05,
1368.4,,,,,,,,,,3.5e-05,0.041695,3e-05,
1368.5,,,,,,,,,,3.05e-05,0.0433555,2.95e-05,
1368.6,,,,,,,,,,2.6e-05,0.045016,2.9e-05,
1368.7,,,,,,,,,,2.09969e-05,0.046677,2.9e-05,
1368.8,,,,,,,,,,1.6e-05,0.048336,2.9e-05,
1368.9,,,,,,,,,,1.15e-05,0.049996,2.85e-05,
1369.0,,,,,,,,,,7e-06,0.051656,2.8e-05,
1369.1,,,,,,,,,,6e-06,0.0542365,2.9e-05,
1369.2,,,,,,,,,,4.99939e-06,0.0568201,3.00018e-05,
1369.3,,,,,,,,,,4.4997e-06,0.0593991,3.15009e-05,
1369.4,,,,,,,,,,4e-06,0.061978,3.3e-05,
1369.5,,,,,,,,,,3.5e-06,0.0645585,3.4e-05,
1369.6,,,,,,,,,,3e-06,0.067139,3.5e-05,
1369.7,,,,,,,,,,1.99939e-06,0.0697211,3.65009e-05,
1369.8,,,,,,,,,,1e-06,0.0723,3.8e-05,
1369.9,,,,,,,,,,5e-07,0.0748805,3.9e-05,
1370.0,,,,,,,,,,,0.077461,4e-05,
1370.1,,,,,,,,,,,0.081327,4.15e-05,
1370.2,,,,,,,,,,,0.0851977,4.30018e-05,
1370.3,,,,,,,,,,,0.0890614,4.45009e-05,
1370.4,,,,,,,,,,,0.092925,4.6e-05,
1370.5,,,,,,,,,,,0.096791,4.75e-05,
1370.6,,,,,,,,,,,0.100657,4.9e-05,
1370.7,,,,,,,,,,,0.104525,5.05009e-05,
1370.8,,,,,,,,,,,0.108389,5.2e-05,
1370.9,,,,,,,,,,,0.112255,5.35e-05,
1371.0,,,,,,,,,,,0.116121,5.5e-05,
1371.1,,,,,,,,,,,0.121738,5.5e-05,
1371.2,,,,,,,,,,,0.127362,5.5e-05,
1371.3,,,,,,,,,,,0.132975,5.5e-05,
1371.4,,,,,,,,,,,0.138589,5.5e-05,
1371.5,,,,,,,,,,,0.144206,5.5e-05,
1371.6,,,,,,,,,,,0.149823,5.5e-05,
1371.7,,,,,,,,,,,0.155443,5.5e-05,
1371.8,,,,,,,,,,,0.161057,5.5e-05,
1371.9,,,,,,,,,,,0.166674,5.5e-05,
1372.0,,,,,,,,,,,0.172291,5.5e-05,
1372.1,,,,,,,,,,,0.180093,5.35e-05,
1372.2,,,,,,,,,,,0.187905,5.19988e-05,
1372.3,,,,,,,,,,,0.195701,5.09994e-05,
1372.4,,,,,,,,,,,0.203498,5e-05,
1372.5,,,,,,,,,,,0.2113,4.85e-05,
1372.6,,,,,,,,,,,0.219102,4.7e-05,
1372.7,,,,,,,,,,,0.226908,4.59994e-05,
1372.8,,,,,,,,,,,0.234705,4.5e-05,
1372.9,,,,,,,,,,,0.242507,4.4e-05,
1373.0,,,,,,,,,,,0.250309,4.3e-05,
1373.1,,,,,,,,,,,0.260267,4.15e-05,
1373.2,,,,,,,,,,,0.270237,3.99988e-05,
1373.3,,,,,,,,,,,0.28019,3.89994e-05,
1373.4,,,,,,,,,,,0.290142,3.8e-05,
1373.5,,,,,,,,,,,0.3001,3.7e-05,
1373.6,,,,,,,,,,,0.310058,3.6e-05,
1373.7,,,,,,,,,,,0.320022,3.49994e-05,
1373.8,,,,,,,,,,,0.329974,3.4e-05,
1373.9,,,,,,,,,,,0.339933,3.25e-05,
1374.0,,,,,,,,,,,0.349891,3.1e-05,
1374.1,,,,,,,,,,,0.361765,2.95e-05,
1374.2,,,,,,,,,,,0.373653,2.79982e-05,
1374.3,,,,,,,,,,,0.385521,2.64991e-05,
1374.4,,,,,,,,,,,0.397388,2.5e-05,
1374.5,,,,,,,,,,,0.409263,2.35e-05,
1374.6,,,,,,,,,,,0.421137,2.2e-05,
1374.7,,,,,,,,,,,0.433019,2.04991e-05,
1374.8,,,,,,,,,,,0.444886,1.9e-05,
1374.9,,,,,,,,,,,0.45676,1.75e-05,
1375.0,,,,,,,,,,,0.468634,1.6e-05,
1375.1,,,,,,,,,,,0.481369,1.45e-05,
1375.2,,,,,,,,,,,0.494121,1.29982e-05,
1375.3,,,,,,,,,,,0.506848,1.14991e-05,
1375.4,,,,,,,,,,,0.519576,1e-05,
1375.5,,,,,,,,,,,0.532311,8.5e-06,
1375.6,,,,,,,,,,,0.545047,7e-06,
1375.7,,,,,,,,,,,0.557791,5.49909e-06,
1375.8,,,,,,,,,,,0.570519,4e-06,
1375.9,,,,,,,,,,,0.583254,2.5e-06,
1376.0,,,,,,,,,,,0.59599,1e-06,
1376.1,,,,,,,,,,1e-06,0.607915,1e-06,
1376.2,,,,,,,,,,2.00061e-06,0.619855,1e-06,
1376.3,,,,,,,,,,2.50031e-06,0.631773,1e-06,
1376.4,,,,,,,,,,3e-06,0.643691,1e-06,
1376.5,,,,,,,,,,4e-06,0.655616,1.5e-06,
1376.6,,,,,,,,,,5e-06,0.667541,2e-06,
1376.7,,,,,,,,,,6.00061e-06,0.679474,2e-06,
1376.8,,,,,,,,,,7e-06,0.691392,2e-06,
1376.9,,,,,,,,,,7.5e-06,0.703318,2.5e-06,
1377.0,,,,,,,,,,8e-06,0.715243,3e-06,
1377.1,,,,,,,,,,7.5e-06,0.725451,2.5e-06,
1377.2,,,,,,,,,,6.99878e-06,0.735672,2e-06,
1377.3,,,,,,,,,,5.99939e-06,0.745875,2e-06,
1377.4,,,,,,,,,,5e-06,0.756078,2e-06,
1377.5,,,,,,,,,,4e-06,0.766286,1.5e-06,
1377.6,,,,,,,,,,3e-06,0.776495,1e-06,
1377.7,,,,,,,,,,2.4997e-06,0.78671,1e-06,
1377.8,,,,,,,,,,2e-06,0.796913,1e-06,
1377.9,,,,,,,,,,1e-06,0.807122,5e-07,
1378.0,,,,,,,,,,,0.81733,,
1378.1,,,,,,,,,,,0.825071,,
1378.2,,,,,,,,,,,0.83282,,
1378.3,,,,,,,,,,,0.840556,,
1378.4,,,,,,,,,,,0.848292,,
1378.5,,,,,,,,,,,0.856032,,
1378.6,,,,,,,,,,,0.863773,,
1378.7,,,,,,,,,,,0.871518,,
1378.8,,,,,,,,,,,0.879254,,
1378.9,,,,,,,,,,,0.886994,,
1379.0,,,,,,,,,,,0.894735,,
1379.1,,,,,,,,,,,0.899603,,
1379.2,,,,,,,,,,,0.904476,6.10128e-10,
1379.3,,,,,,,,,,,0.909341,5.00305e-07,
1379.4,,,,,,,,,,,0.914206,1e-06,
1379.5,,,,,,,,,,,0.919074,1e-06,
1379.6,,,,,,,,,,,0.923941,1e-06,
1379.7,,,,,,,,,,,0.928812,1e-06,
1379.8,,,,,,,,,,,0.933677,1e-06,
1379.9,,,,,,,,,,,0.938545,1.5e-06,
1380.0,,,,,,,,,,,0.943412,2e-06,
1380.1,,,,,,,,,,3e-06,0.945696,6e-06,
1380.2,,,,,,,,,,6.00366e-06,0.947984,1.00049e-05,
1380.3,,,,,,,,,,9.00183e-06,0.950266,1.40024e-05,
1380.4,,,,,,,,,,1.2e-05,0.952549,1.8e-05,
1380.5,,,,,,,,,,1.55e-05,0.954834,2.2e-05,
1380.6,,,,,,,,,,1.9e-05,0.957118,2.6e-05,
1380.7,,,,,,,,,,2.20018e-05,0.959403,3.00024e-05,
1380.8,,,,,,,,,,2.5e-05,0.961686,3.4e-05,
1380.9,,,,,,,,,,2.8e-05,0.963971,3.8e-05,
1381.0,,,,,,,,,,3.1e-05,0.966255,4.2e-05,
1381.1,,,,,,,,,,3e-05,0.967299,4.35e-05,
1381.2,,,,,,,,,,2.89994e-05,0.968343,4.50018e-05,
1381.3,,,,,,,,,,2.84997e-05,0.969387,4.65009e-05,
1381.4,,,,,,,,,,2.8e-05,0.97043,4.8e-05,
1381.5,,,,,,,,,,2.7e-05,0.971474,4.95e-05,
1381.6,,,,,,,,,,2.6e-05,0.972518,5.1e-05,
1381.7,,,,,,,,,,2.49994e-05,0.973562,5.25009e-05,
1381.8,,,,,,,,,,2.4e-05,0.974605,5.4e-05,
1381.9,,,,,,,,,,2.35e-05,0.975649,5.55e-05,
1382.0,,,,,,,,,,2.3e-05,0.976693,5.7e-05,
1382.1,,,,,,,,,,2.1e-05,0.977481,5.7e-05,
1382.2,,,,,,,,,,1.89976e-05,0.97827,5.7e-05,
1382.3,,,,,,,,,,1.69988e-05,0.979058,5.7e-05,
1382.4,,,,,,,,,,1.5e-05,0.979846,5.7e-05,
1382.5,,,,,,,,,,1.35e-05,0.980634,5.65e-05,
1382.6,,,,,,,,,,1.2e-05,0.981422,5.6e-05,
1382.7,,,,,,,,,,9.99878e-06,0.982211,5.6e-05,
1382.8,,,,,,,,,,8e-06,0.982999,5.6e-05,
1382.9,,,,,,,,,,6e-06,0.983787,5.6e-05,
1383.0,,,,,,,,,,4e-06,0.984575,5.6e-05,
1383.1,,,,,,,,,,4e-06,0.984916,5.45e-05,
1383.2,,,,,,,,,,3.99939e-06,0.985258,5.29982e-05,
1383.3,,,,,,,,,,3.49969e-06,0.9856,5.14991e-05,
1383.4,,,,,,,,,,3e-06,0.985942,5e-05,
1383.5,,,,,,,,,,2.5e-06,0.986284,4.9e-05,
1383.6,,,,,,,,,,2e-06,0.986625,4.8e-05,
1383.7,,,,,,,,,,1.49969e-06,0.986967,4.64991e-05,
1383.8,,,,,,,,,,1e-06,0.987308,4.5e-05,
1383.9,,,,,,,,,,5e-07,0.98765,4.35e-05,
1384.0,,,,,,,,,,,0.987991,4.2e-05,
1384.1,,,,,,,,,,,0.988386,4.25e-05,
1384.2,,,,,,,,,,,0.988781,4.3e-05,
1384.3,,,,,,,,,,,0.989177,4.3e-05,
1384.4,,,,,,,,,,,0.989572,4.3e-05,
1384.5,,,,,,,,,,,0.989967,4.3e-05,
1384.6,,,,,,,,,,,0.990363,4.3e-05,
1384.7,,,,,,,,,,,0.990758,4.35003e-05,
1384.8,,,,,,,,,,,0.991153,4.4e-05,
1384.9,,,,,,,,,,,0.991549,4.4e-05,
1385.0,,,,,,,,,,,0.991944,4.4e-05,
1385.1,,,,,,,,,,,0.992414,4.35e-05,
1385.2,,,,,,,,,,,0.992885,4.3e-05,
1385.3,,,,,,,,,,,0.993355,4.3e-05,
1385.4,,,,,,,,,,,0.993825,4.3e-05,
1385.5,,,,,,,,,,,0.994295,4.25e-05,
1385.6,,,,,,,,,,,0.994765,4.2e-05,
1385.7,,,,,,,,,,,0.995236,4.2e-05,
1385.8,,,,,,,,,,,0.995706,4.2e-05,
1385.9,,,,,,,,,,,0.996176,4.15e-05,
1386.0,,,,,,,,,,,0.996646,4.1e-05,
1386.1,,,,,,,,,,,0.996982,4.05e-05,
1386.2,,,,,,,,,,,0.997317,3.99994e-05,
1386.3,,,,,,,,,,,0.997653,3.94997e-05,
1386.4,,,,,,,,,,,0.997988,3.9e-05,
1386.5,,,,,,,,,,,0.998323,3.8e-05,
1386.6,,,,,,,,,,,0.998658,3.7e-05,
1386.7,,,,,,,,,,,0.998994,3.64997e-05,
1386.8,,,,,,,,,,,0.999329,3.6e-05,
1386.9,,,,,,,,,,,0.999664,3.55e-05,
1387.0,,,,,,,,,,,1.0,3.5e-05,
1387.1,,,,,,,,,,,0.999534,3.5e-05,
1387.2,,,,,,,,,,,0.999067,3.5e-05,
1387.3,,,,,,,,,,,0.998602,3.5e-05,
1387.4,,,,,,,,,,,0.998137,3.5e-05,
1387.5,,,,,,,,,,,0.997671,3.5e-05,
1387.6,,,,,,,,,,,0.997205,3.5e-05,
1387.7,,,,,,,,,,,0.996739,3.5e-05,
1387.8,,,,,,,,,,,0.996273,3.5e-05,
1387.9,,,,,,,,,,,0.995808,3.5e-05,
1388.0,,,,,,,,,,,0.995342,3.5e-05,
1388.1,,,,,,,,,,,0.993887,3.4e-05,
1388.2,,,,,,,,,,,0.99243,3.29988e-05,
1388.3,,,,,,,,,,,0.990976,3.19994e-05,
1388.4,,,,,,,,,,,0.989522,3.1e-05,
1388.5,,,,,,,,,,,0.988067,3.05e-05,
1388.6,,,,,,,,,,,0.986612,3e-05,
1388.7,,,,,,,,,,,0.985157,2.89994e-05,
1388.8,,,,,,,,,,,0.983703,2.8e-05,
1388.9,,,,,,,,,,,0.982248,2.7e-05,
1389.0,,,,,,,,,,,0.980793,2.6e-05,
1389.1,,,,,,,,,,,0.978179,2.6e-05,
1389.2,,,,,,,,,,,0.975562,2.6e-05,
1389.3,,,,,,,,,,,0.972949,2.6e-05,
1389.4,,,,,,,,,,,0.970337,2.6e-05,
1389.5,,,,,,,,,,,0.967722,2.6e-05,
1389.6,,,,,,,,,,,0.965108,2.6e-05,
1389.7,,,,,,,,,,,0.962492,2.6e-05,
1389.8,,,,,,,,,,,0.95988,2.6e-05,
1389.9,,,,,,,,,,,0.957266,2.6e-05,
1390.0,,,,,,,,,,,0.954652,2.6e-05,
1390.1,,,,,,,,,,,0.950452,2.65e-05,
1390.2,,,,,,,,,,,0.946247,2.70012e-05,
1390.3,,,,,,,,,,,0.942049,2.80006e-05,
1390.4,,,,,,,,,,,0.937852,2.9e-05,
1390.5,,,,,,,,,,,0.933653,3e-05,
1390.6,,,,,,,,,,,0.929453,3.1e-05,
1390.7,,,,,,,,,,,0.92525,3.20006e-05,
1390.8,,,,,,,,,,,0.921053,3.3e-05,
1390.9,,,,,,,,,,,0.916853,3.4e-05,
1391.0,,,,,,,,,,,0.912653,3.5e-05,
1391.1,,,,,,,,,,,0.90642,3.5e-05,
1391.2,,,,,,,,,,,0.900179,3.5e-05,
1391.3,,,,,,,,,,,0.89395,3.5e-05,
1391.4,,,,,,,,,,,0.887721,3.5e-05,
1391.5,,,,,,,,,,,0.881489,3.55e-05,
1391.6,,,,,,,,,,,0.875256,3.6e-05,
1391.7,,,,,,,,,,,0.869019,3.6e-05,
1391.8,,,,,,,,,,,0.86279,3.6e-05,
1391.9,,,,,,,,,,,0.856557,3.6e-05,
1392.0,,,,,,,,,,,0.850324,3.6e-05,
1392.1,,,,,,,,,,,0.841867,3.35e-05,
1392.2,,,,,,,,,,,0.8334,3.09969e-05,
1392.3,,,,,,,,,,,0.824947,2.84985e-05,
1392.4,,,,,,,,,,,0.816495,2.6e-05,
1392.5,,,,,,,,,,,0.808038,2.3e-05,5e-07
1392.6,,,,,,,,,,,0.799581,2e-05,1e-06
1392.7,,,,,,,,,,,0.791119,1.74985e-05,1e-06
1392.8,,,,,,,,,,,0.782667,1.5e-05,1e-06
1392.9,,,,,,,,,,,0.774209,1.25e-05,1e-06
1393.0,,,,,,,,,,,0.765752,1e-05,1e-06
1393.1,,,,,,,,,,,0.755202,9e-06,1e-06
1393.2,,,,,,,,,,,0.744638,7.99878e-06,1e-06
1393.3,,,,,,,,,,,0.734094,6.99939e-06,1e-06
1393.4,,,,,,,,,,,0.72355,6e-06,1e-06
